,trial_id,protocol_or_trial_id,trial_title,therapeutic_area,disease,sponsor,sponsor_type,primary_endpoint,secondary_endpoint,contains_nct,nct_number,drug_id
1093,254259,"1405-1317, Pst10000, TrialTroveID-254259, US-1317",AGS-003 in Combination with Standard Treatment for Colorectal Cancer Patient Pst10000,Oncology,Oncology: Colorectal,"Roswell Park Cancer Institute, SCM Lifescience/CoImmune {Argos Therapeutics}","Academic, Industry, all other pharma",,,False,,27041
1094,200283,"MC1452, NCI-2016-01517, NCT02944357, TrialTroveID-200283",Pilot Study of Gemcitabine and Cisplatin Plus AGS-003-BLD in Patients With Muscle-Invasive Bladder Cancer Undergoing Neoadjuvant Cisplatin-Based Chemotherapy,Oncology,Oncology: Bladder,"National Institutes of Health/National Cancer Institute, Mayo Clinic, SCM Lifescience/CoImmune {Argos Therapeutics}","Government, Academic, Industry, all other pharma",,"Adverse Events, Common Terminology Criteria for Adverse Events, Complete response, Disease-free survival, Overall survival",True,NCT02944357,27041
1095,200274,"1405-1309, AGS-003-012, I 250113, NCI-2014-01254, NCT02170389, TrialTroveID-200274",Neoadjuvant AGS-003 Immunotherapy in Patients With Localized Kidney Cancer and pT2,Oncology,Oncology: Renal,"National Institutes of Health/National Cancer Institute, Roswell Park Cancer Institute, SCM Lifescience/CoImmune {Argos Therapeutics}","Government, Academic, Industry, all other pharma",,"Adverse Events, Common Terminology Criteria for Adverse Events",True,NCT02170389,27041
1096,200266,TrialTroveID-200266,A Phase II Open Label Study of AGS-003 in Patients with Metastatic Renal Cell Carcinoma and Non-Clear Cell Histology,Oncology,Oncology: Renal,SCM Lifescience/CoImmune {Argos Therapeutics},"Industry, all other pharma",Safety and Tolerability,,False,,27041
1097,158083,"2011IS144, AGS-003-005, NCI-2011-03808, NCT01482949, TrialTroveID-158083",A Rollover Phase II Study Testing the Biologic Activity and Safety of AGS-003 in Renal Cell Carcinoma Subjects with Prolonged Response or Stable Disease and Ongoing AGS-003 Treatment in Protocol AGS-003-004 or AGS-003-006,Oncology,Oncology: Renal,SCM Lifescience/CoImmune {Argos Therapeutics},"Industry, all other pharma","Disease Progression, Overall response rate, Response evaluation criteria in solid tumors","Complete response, Disease Progression, Injection site reactions, Overall survival, Partial response, Progression-free survival, Response evaluation criteria in solid tumors, Stable Disease, Treatment Emergent Adverse Events, Vital signs",True,NCT01482949,27041
1098,135594,"1260GCC, 127017, 2012-0885, 20121579, ADAPT, AGS-003-007, ARGOS AGS 003-007, EudraCT Number: 2012-000871-17, F13015, NCRN544, NCT01582672, TrialTroveID-135594, UKCRN ID 13943",An International Phase III Randomized Trial of Autologous Dendritic Cell Immunotherapy (AGS-003) Plus Standard Treatment of Advanced Renal Cell Carcinoma (ADAPT),Oncology,Oncology: Renal,SCM Lifescience/CoImmune {Argos Therapeutics},"Industry, all other pharma",Overall survival,"Adverse Events, Clinical benefit rate, Duration of overall response, Immune Response, Overall response rate - duration, Overall response rate, Overall survival, Progression-free survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Stable Disease, Treatment Emergent Adverse Events, Vital signs",True,NCT01582672,27041
1099,78786,"2008IS073, 4K-08-4, AGS-003-006, NCT00678119, TrialTroveID-078786",A Phase II Study Testing the Safety and Activity of AGS-003 as an Immunotherapeutic in Subjects With Newly Diagnosed Advanced Stage Renal Cell Carcinoma in Combination With Sunitinib,Oncology,Oncology: Renal,"Pfizer, SCM Lifescience/CoImmune {Argos Therapeutics}","Industry, Top 20 Pharma, Industry, all other pharma","Complete response, Overall response rate, Response evaluation criteria in solid tumors","Complete response, Immune Response, Overall survival, Partial response, Progression-free survival, Safety and Tolerability, Stable Disease",True,NCT00678119,27041
1100,65460,"9912-367, DUMC-1862-99-10, DUMC-DORIS-99124, DUMC-GCRC-839, NCI-G00-1787, NCT00005816, TrialTroveID-065460",Active Immunotherapy of Metastatic Renal Cell Carcinoma Using Autologous Dendritic Cells Transfected With Autologous Total Tumor RNA.,Oncology,Oncology: Renal,Duke Comprehensive Cancer Center,Academic,"Immune Response, Maximum tolerated dose, Overall survival",,True,NCT00005816,27041
1101,42490,"0712-887, AGS-003-004, ARGOS-003-004, Bukowski-8077, Drabkin-05-0167, Figlin-05-03-099-01, Logan-0506-05, NCT00272649, NCT00309829, TrialTroveID-042490, UCLA-0503099-01, White-04-05-01A",A Phase I/IIa Study Testing the Biologic Activity and Safety of AGS-003 as an Immunotherapeutic in Subjects With Newly Diagnosed Stage IV Renal Cell Carcinoma,Oncology,Oncology: Renal,"Jonsson Comprehensive Cancer Center, UCLA, National Institutes of Health/National Cancer Institute, SCM Lifescience/CoImmune {Argos Therapeutics}","Academic, Government, Industry, all other pharma","Immune Response, Progressive disease rate, Response evaluation criteria in solid tumors","Immune Response, Overall response rate, Overall survival, Partial response, Progression-free survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Time to progression",True,NCT00272649,27041
1102,31721,"ARGOS-ERLANGEN-DERMA-DC-07, DERMA-ER-DC 07, ERLANGEN-DERMA-ER-DC-07, EU-20513, NCT00126685, Study ID: 406, TrialTroveID-031721","Vaccination of Stage IV Cutaneous Melanoma Patients With Mature, Autologous Monocyte-Derived Dendritic Cells Transfected With Unselected Autologous Amplified Tumor-RNA.",Oncology,Oncology: Melanoma,"Dermatologische Klinik MIT Poliklinik-Universitaetsklinikum Erlangen, SCM Lifescience/CoImmune {Argos Therapeutics}","Academic, Industry, all other pharma","Overall response rate, Overall survival, Safety and Tolerability, Time to progression",,True,NCT00126685,27041
1103,12001,"003, MB-002-003, NCT00087984, TrialTroveID-012001","A Phase I/II Study To Examine The Safety, Feasibility, Immunological Response, And Measures Of Clinical Antitumor Activity After Administering Unselected, Autologous, Amplified Tumor Total RNA-Transfected, Dendritic Cell Vaccine (MB-002) To Patients With Metastatic Renal Cell Carcinoma",Oncology,Oncology: Renal,"Kyowa Kirin/Kyowa Kirin Pharmaceutical Development {Kyowa Hakko Kirin/Kyowa Hakko Kirin Pharma {Kyowa Hakko/Kirin Pharma}}, SCM Lifescience/CoImmune {Argos Therapeutics {Merix Bioscience}}","Industry, all other pharma, Industry, all other pharma","Disease Progression, Overall response rate, Safety and Tolerability",,True,NCT00087984,27041
1104,7793,"9912-367, M01RR00030, NCRR-M01RR00030-0153, NCT00006431, TrialTroveID-007793",Active immunotherapy of metastatic renal cell carcinoma using autologous dendritic cells transfected with autologous total tumor RNA.,Oncology,Oncology: Renal,"National Center for Research Resources, Duke University Medical Center, SCM Lifescience/CoImmune {Argos Therapeutics {Merix Bioscience}}","Government, Academic, Industry, all other pharma","Dose-limiting toxicities, Immune Response, Overall survival",,True,NCT00006431,27041
1105,363020,"CTR20192459, CXSL1900051, NCT04190823, RC98-C001, TrialTroveID-363020","A Phase I Study to Evaluate the Safety,Tolerability and Pharmacokinetics of RC98 For Injection in Subjects With Advanced Malignant Solid Tumors",Oncology,Oncology: Unspecified Solid Tumor,RemeGen,"Industry, all other pharma","Adverse Events, Dose-limiting toxicities, Maximum tolerated dose, Safety and Tolerability","Clinical benefit rate, Complete response, Duration of overall response, Immune-related response evaluation criteria in solid tumors, Overall response rate - duration, Overall response rate, Partial response, Progression-free survival, Response evaluation criteria in solid tumors",True,NCT04190823,174888
1106,399226,"516-009, NCT04800614","An Open-label, Randomized, Three-period, Crossover Study of the Effect of Food on the Pharmacokinetics of a Single Oral Dose of Sitravatinib in Healthy Adult Subjects",,NA: ClinicalTrials.gov,Mirati Therapeutics Inc.,ClinicalTrials.gov,"Area under the curve score, Cmax",Adverse Events,True,NCT04800614,66950
1107,397858,"516-012, NCT04772612","A Phase 1, Multicenter, Open-Label Study to Evaluate the Effect of Mild, Moderate, and Severe Hepatic Impairment on the Single-Dose Pharmacokinetics of Sitravatinib",,NA: ClinicalTrials.gov,Mirati Therapeutics Inc.,ClinicalTrials.gov,"Area under the curve score, Cmax, Drug clearance, Elimination half-life, Tmax",Adverse Events,True,NCT04772612,66950
1108,395794,"BGB-900-2001-IIT, NCT04734262, TrialTroveID-395794","A Phase II Study to Explore the Safety, Tolerability, and Preliminary Antitumor Activity of Sitravatinib and Tislelizumab in Patients With Locally Recurrent or Metastatic Triple Negative Breast Cancer (TNBC)",Oncology,Oncology: Breast,"Fudan University - Shanghai, China",Academic,"Adverse Events, Complete response, Overall response rate, Partial response, Response evaluation criteria in solid tumors","Adverse Events, Clinical benefit rate, Duration of overall response, Overall response rate - duration, Overall response rate, Overall survival, Progression-free survival, Progressive disease rate, Serious Adverse Events, Stable Disease",True,NCT04734262,66950
1109,395235,"BTC-BGB, H-2005-156-1126, KCT0005512, NCT04727996, TrialTroveID-395235",Phase II Study of Sitravatinib in Combination With Tislelizumab in Patients With Advanced Biliary Tract Cancer Who Have Failed to At Least 1 Prior Systemic Treatment,Oncology,Oncology: Liver,"(Other Hospital/Academic/Medical Center), BeiGene","Academic, Industry, all other pharma",Clinical benefit rate,"Adverse Events, Complete response, Disease Progression, Duration of overall response, Overall response rate, Overall survival, Partial response, Progression-free survival, Safety and Tolerability",True,NCT04727996,66950
1110,382310,"2020-0264, 516-008, NCT04518046, TrialTroveID-382310, TX252463",A Phase I/Ib Study of Sitravatinib in Combination With Nivolumab and Ipilimumab in Patients With Advanced or Metastatic Clear-Cell Renal Cell Carcinoma or Other Solid Malignancies,Oncology,Oncology: Renal; Oncology: Unspecified Solid Tumor,Mirati Therapeutics {MethylGene},"Industry, all other pharma","Adverse Events, Safety and Tolerability, Safety and Tolerability","Duration of overall response, Overall response rate - duration, Overall response rate, Overall survival, Progression-free survival, Progressive disease rate, Response evaluation criteria in solid tumors",True,NCT04518046,66950
1111,379441,"BGB-Sitravatinib-101, NCT04472650, TrialTroveID-379441","A Phase I, Open-label, Single-dose, Randomized Crossover Study to Evaluate the Relative Bioavailability of Two Different Capsule Formulations of Sitravatinib in Healthy Subjects",Oncology,Oncology: Unspecified Solid Tumor,BeiGene,"Industry, all other pharma","Area under the curve score, Cmax, Drug clearance, Elimination half-life, Tmax, Volume of distribution","Adverse Events, Serious Adverse Events",True,NCT04472650,66950
1112,365664,"516-007, EudraCT Number: 2019-003898-26, TrialTroveID-365664","A Phase I, Open-label, Single-dose Study to Assess the Mass Balance, Route of Elimination, and Metabolic Profile of [14C] Labeled MGCD516 Malate Salt in Healthy Male Subjects",Oncology,Oncology: Unspecified Cancer,Mirati Therapeutics {MethylGene},"Industry, all other pharma","Area under the curve score, Cmax, Drug clearance, Elimination half-life, Elimination rate, Tmax","Adverse Events, Cardiac Telemetry, Safety and Tolerability, Safety and Tolerability, Vital signs",False,,66950
1113,359020,"H-43432, NCT04123704, TrialTroveID-359020","A Phase II Study of Sitravatinib in Metastatic, Pre-treated, Triple Negative Breast Cancer",Oncology,Oncology: Breast,"Mirati Therapeutics {MethylGene}, (Other Hospital/Academic/Medical Center)","Industry, all other pharma, Academic","Clinical benefit rate, Complete response, Overall response rate, Partial response, Response evaluation criteria in solid tumors, Stable Disease","Adverse Events, Disease Progression, Response evaluation criteria in solid tumors, Time to progression",True,NCT04123704,66950
1114,339970,"BGB-900-104, CTR20182149, CTR20182363, NCT03941873, TrialTroveID-339970","A Phase I/II Study to Investigate the Safety, Tolerability, Pharmacokinetics, and Preliminary Antitumor Activity of Sitravatinib as Monotherapy and in Combination With Tislelizumab in Patients With Unresectable Locally Advanced or Metastatic HCC or GC/GEJC",Oncology,Oncology: Esophageal; Oncology: Gastric; Oncology: Liver,"(Other Industry Sponsor), BeiGene/BeiGene (Beijing) Co., BeiGene","Industry, all other pharma, Industry, all other pharma, Industry, all other pharma","Adverse Events, Overall response rate, Response evaluation criteria in solid tumors, Safety and Tolerability, Serious Adverse Events","Area under the curve score, Clinical benefit rate, Cmax, Drug clearance, Overall response rate - duration, Overall response rate, Overall survival, Plasma concentration, Progression-free survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Safety and Tolerability, Serious Adverse Events, Tmax",True,NCT03941873,66950
1115,336742,"19018, 516-005, EudraCT Number: 2019-001043-41, NCI-2019-02881, NCT03906071, NL73350.031.20, SAPPHIRE, TrialTroveID-336742",A Randomized Phase III Study of Sitravatinib in Combination With Nivolumab Versus Docetaxel in Patients With Advanced Non-Squamous Non-Small Cell Lung Cancer With Disease Progression On or After Platinum-Based Chemotherapy and Checkpoint Inhibitor Therapy SAPPHIRE,Oncology,"Oncology: Lung, Non-Small Cell","Bristol-Myers Squibb, Mirati Therapeutics {MethylGene}","Industry, Top 20 Pharma, Industry, all other pharma","Disease Progression, Overall survival","Adverse Events, Clinical benefit rate, Complete response, Disease Progression, Duration of overall response, EQ-5D-5L, Immune-related response evaluation criteria in solid tumors, Overall response rate - duration, Overall response rate, Overall survival, Partial response, Plasma concentration, Progression-free survival, Quality of Life, Response evaluation criteria in solid tumors, Safety and Tolerability, Safety and Tolerability",True,NCT03906071,66950
1116,333424,"2018-0296, 516-002, NCI-2019-02945, NCT03680521, TrialTroveID-333424",A Phase II Study of Sitravatinib in Combination With Nivolumab in Patients Undergoing Nephrectomy for Locally-Advanced Clear Cell Renal Cell Carcinoma,Oncology,Oncology: Renal,Mirati Therapeutics {MethylGene},"Industry, all other pharma","Overall response rate, Partial response, Response evaluation criteria in solid tumors","Adverse Events, Safety and Tolerability, Safety and Tolerability",True,NCT03680521,66950
1117,330727,"BGB-900-103, CTR20181404, CTR20181947, NCT03666143, TrialTroveID-330727","A Phase Ib Study to Assess the Safety, Tolerability, Pharmacokinetics, and Preliminary Antitumor Activity of Sitravatinib in Combination With Tislelizumab in Patients With Advanced Solid Tumors",Oncology,"Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Ovarian; Oncology: Renal","(Other Industry Sponsor), BeiGene/BeiGene (Beijing) Co., BeiGene","Industry, all other pharma, Industry, all other pharma, Industry, all other pharma","Adverse Events, Cardiac Telemetry, Safety and Tolerability, Safety and Tolerability, Serious Adverse Events","Area under the curve score, Clinical benefit rate, Cmax, Drug clearance, Overall response rate - duration, Overall response rate, Overall survival, Plasma concentration, Progression-free survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Tmax",True,NCT03666143,66950
1118,329114,"18033, 516-003, NCI-2018-01733, NCT03606174, TrialTroveID-329114",A Phase II Study of Sitravatinib in Combination With Nivolumab in Patients With Advanced or Metastatic Urothelial Carcinoma,Oncology,Oncology: (N/A); Oncology: Bladder,Mirati Therapeutics {MethylGene},"Industry, all other pharma","Complete response, Disease Progression, Overall response rate, Partial response, Response evaluation criteria in solid tumors","Adverse Events, Clinical benefit rate, Complete response, Disease Progression, Dose-limiting toxicities, Duration of overall response, Overall response rate - duration, Overall response rate, Overall survival, Partial response, Plasma concentration, Progression-free survival, Progressive disease rate, Safety and Tolerability, Stable Disease",True,NCT03606174,66950
